S/N,HCP CODE,NAME,ADDRESS,TYPE OF SERVICE,LGA,STATE,
242,AK/0006,Histripes Pharmacy Ltd.,"75,Atabong Road, Eket",Pharmacy,Eket,Akwa Ibom,
243,AK/0007,"General Hospital, Ikot Ekpene","Ikot Ekpene, Akwa Ibom",,Ikot Ekpene,Akwa Ibom,
244,AK/0009,Dominion Specialist Hospital,"4, Ibong Road, Ikot Epene",ENT,Ikot Ekpene,Akwa Ibom,
245,AK/0010,"General Hospital, Iquita-Oron",Iquita-Oron,,Oron,Akwa Ibom,
246,AK/0011,State Staff Clinic,"Secretariat Complex, Abak Rd., Uyo",,Uyo,Akwa Ibom,
247,AK/0012,"University Of Uyo Teaching Hospital, Uyo","Uyo, Akwa Ibom",,Uyo,Akwa Ibom,
248,AK/0013,Mfon Abasi Medical Centre,"Uyo, Akwa Ibom",,Uyo,Akwa Ibom,
249,AK/0014,Uwana Family Hospital,"Uyo, Akwa Ibom",,Uyo,Akwa Ibom,
250,AK/0015,Ibom Clinic/Hospital,"Uyo, Akwa Ibom",,Uyo,Akwa Ibom,
251,AK/0016,Lifecare Hospital,"Uyo, Akwa Ibom",,Uyo,Akwa Ibom,
252,AK/0017,Uwakmfon Specialist Clinics & Hospital,"27 Nwaniba Road, Uyo, Akwa Ibom State",,Uyo,Akwa Ibom,
253,AK/0018,Beemas Pharmacy,75 Aka Road,Pharmacy,Uyo,Akwa Ibom,
254,AK/0019,Ceejay Vision Centre,Uyo,Ophthalmology,Uyo,Akwa Ibom,
255,AK/0020,Safryl Pharmacy Ltd,"33, Oron Road, Uyo",Pharmacy,Uyo,Akwa Ibom,
256,AK/0021,Base Pharmacy,"44, Abak Road, Uyo",Pharmacy,Uyo,Akwa Ibom,
257,AK/0022,Higress Pharmacy,"100, Abak Road, Uyo",Pharmacy,Uyo,Akwa Ibom,
258,AK/0023,One Stop Pharmacy,"17, Nwaniba Street, Uyo",Pharmacy,Uyo,Akwa Ibom,
259,AK/0024,Amela Pharmacy Ltd,"12, Nwaniba Road, Uyo","Pharmacy, Laboratory",Uyo,Akwa Ibom,
260,AK/0025,Hemgod Scientific Ventures,"65 Abak Road,Uyo",Laboratory,Uyo,Akwa Ibom,
261,AK/0027,Frank-Chimex Pharmacy,"44, Aka road, Uyo",Pharmacy,Uyo,Akwa Ibom,
262,AK/0028,Central Laboratory,Uyo,Laboratory,Uyo,Akwa Ibom,
263,AK/0030,NAF Medical Centre,"Air Force Comp Sec. Sch., Uyo",,Uyo,Akwa Ibom,
264,AK/0032,6 Bn MRS Abak,"Abak, A/Ibom State",,Abak,Akwa Ibom,
265,AK/0033,Sick bay,"FOB Ibaka, Akwa Ibom State",,Uyo,Akwa Ibom,
266,AK/0034,Mainland Clinic/Hospital,"2 Andy-Umana Lane, Off Aka Road, Uyo, Akwa Ibom",,Uyo,Akwa Ibom,
267,AK/0035,Majesty Hospital & Eye Clinics,47 Wellinton Bassey Akwa Ibom,,Uyo,Akwa Ibom,
268,AK/0036,Majesty Hospital & Eye Clinics,"47 Wellinton Bassey, Akwa Ibom State","Ophthalmology, Laboratory",Uyo,Akwa Ibom,
269,AK/0037,Mount Olive Clinic & Maternity,"8 Ebonny Essien Street, off Ikot Ekpene Rd, Uyo, A/Ibom State",,Uyo,Akwa Ibom,
270,AK/0038,Mount Olive Clinic & Maternity,"8 Ebonny Essien Street, Uyo, A/Ibom State",O&G,Uyo,Akwa Ibom,
271,AK/0039,Uwak-Mfom Specialist Clinic,"27 Nwaniba Road, Uyo, Akwa Ibom State",O&G,Uyo,Akwa Ibom,
272,AK/0040,Royal Pathology,"3 Essien Nton Road, Ikot Ekpene",Laboratory,Ikot Ekpene,Akwa Ibom,
273,AK/0041,University of Uyo Teaching Hospital,"Uyo, Akwa Ibom State","Surgery, O&G, Paediatrics, Radiology, Internal medicine, Laboratory, Pharmacy,urology, orthopaedics",Uyo,Akwa Ibom,
274,AK/0042,Mainland Clinic/Hospital,"No. 2 Andy Umana Road, Uyo Lane, Akwa Ibom",O&G,Uyo,Akwa Ibom,
275,AK/0043,DSS Clinic,"Uyo, Akwa Ibom State",,Uyo,Akwa Ibom,
276,AK/0044,"Police Clinics, Akwa Ibom",Akwa Ibom State,,Uyo,Akwa Ibom,
277,AK/0045,"University of Uyo Health Centre, Uyo","Uyo, A/Ibom State",,Uyo,Akwa Ibom,
278,AK/0046,All Saints Medical Centre,"1-5 Independent Avenue, Abak, Akwa Ibom",,Abak,Akwa Ibom,
279,AK/0047,Alma clinics,"15, Afia street, uyo, Akwa-ibom",,Uyo,Akwa Ibom,
280,AK/0048,Dammy memorial hospital,"34, ukana offot street, uyo, Akwa-ibom",,Uyo,Akwa Ibom,
281,AK/0049,Dan Abia specialist clinic,"11b, Idoro road, off itam junction, uyo,Akwa-ibom",,Uyo,Akwa Ibom,
282,AK/0050,Domingo hospital,"Plot 9, unit E, Ben Udo Street, Ewet Housing estate, uyo",,Uyo,Akwa Ibom,
283,AK/0051,Ekop specialist clinic,"181, F Ewet Housing Estate, Uyo",,Uyo,Akwa Ibom,
284,AK/0053,Gateway hospital,"15, okon essien lane, uyo",,Uyo,Akwa Ibom,
285,AK/0054,Good shepherd hospital,"75, eket oron road, Eket",,Eket,Akwa Ibom,
286,AK/0055,Iha foundation medical center,"Eket Annex, Ekpeyu street, Ikot ebok Eket",,Eket,Akwa Ibom,
287,AK/0056,Kaizo specialist hospital,"10, market road,Afaha offot, off Abak road, Uyo",,Uyo,Akwa Ibom,
288,AK/0057,kUFRE ABASI CLINICS & MAT.,"31/34, EKPO OBOT STREET, UYO",,Uyo,Akwa Ibom,
289,AK/0058,Mercy hospital,"95 hospital road, Abak, Ak/Ibom",,Abak,Akwa Ibom,
290,AK/0059,St. Athanasius hospital,"1, ufeh street,F.H.estate , Abak road, Uyo",,Uyo,Akwa Ibom,
291,AK/0060,Ubong Abasi specialist clinic,"5, clement Isong street, FHA estate, Abak road, Uyo",,Uyo,Akwa Ibom,
292,AK/0062,Uwem foundation clinic,"8b Etienam street, oron, AK/IBOM",,Oron,Akwa Ibom,
293,AK/0063,ALL SAINTS MEDICAL CENTER,"1-5 INDEPENDENT AVENUE, ABAK",SURGERY,Abak,Akwa Ibom,
294,AK/0064,DAMMY MEMORIAL HOSPITAL,"34, UKANA OFFOT STREET, UYO","Internal medicine, , Paediatrics, O&G, Surgery,",Uyo,Akwa Ibom,
295,AK/0065,DAN ABIA SPEC. CLINIC,"11B, IDORO ROAD, OFF ITAM JUNCTION, UYO",SURGERY,Uyo,Akwa Ibom,
296,AK/0066,DOMINGO HOSPITAL,"Plot 9, unit E, Ben Udo Street, Ewet Housing estate, uyo",SURGERY,Urue Offong Oruko,Akwa Ibom,
297,AK/0067,EKOP SPECIALIST HOSPITAL,"26 SG EWET HOUSING ESTATE, UYO",SURGERY,Uyo,Akwa Ibom,
298,AK/0068,IHA FOUNDATION MEDICAL CENTER,"EKET ANNEX,EKPEYU STREET, IKOT EBOK-EKET",O&G,Eket,Akwa Ibom,
299,AK/0069,JIL LABORATORY,"145, ORON ROAD, AK/IBOM",Laboratory,Uyo,Akwa Ibom,
300,AK/0070,KAIZO SPECIALIST HOSPITAL,"10, MARKET ROAD,AFAHA OFFOT,OFF ABAK RD.,UYO","Internal medicine, Surgery, O&G",Uyo,Akwa Ibom,
301,AK/0071,M&I PHARMACY,"139G UNIT A,ISEMIN AVENUE,EWET HOUSING ESTATE,UYO",Pharmacy,Uyo,Akwa Ibom,
302,AK/0072,MERCY HOSPITAL,"95,HOSPITAL ROAD, ABAK","Laboratory, Pharmacy, Opthalmolgy, radiology ,O&G,SURGERY",Abak,Akwa Ibom,
303,AK/0073,MFON ABASI MEDICAL CENTER,"10 GIBBS STREET, UYO","Internal medicine, Optometry ,O&G, Surgery,",Uyo,Akwa Ibom,
304,AK/0074,ST. ATHANASIUS HOSPITAL,"1, UFEH STR, FED. HOUSING ESTATE, ABAK RD, UYO","Internal medicine, Paediatrics, O&G, Surgery,",Uyo,Akwa Ibom,
305,AK/0075,UBONG ABASI SPECIALIST CLINIC,"5, CLEMENT ISONG STR, FHA ESTATE, ABAK ROAD, UYO","O&G, SURGERY",Uyo,Akwa Ibom,
306,AK/0076,ULTIMATE MEDICAL DIAGNOSTICS,"15, IBB AVENUE, UYO","Laboratory, Radiology",Uyo,Akwa Ibom,
307,AK/0077,UNIVERSITY OF UYO HEALTH CENTER,"UNIVERSITY OF UYO MAIN CAMPUS, UYO","Laboratory, Pharmacy,SURGERY",Uyo,Akwa Ibom,
308,AK/0078,UNIC DIAGNOSTIC LABORATORY,"10 GIBBS STREET, UYO",Laboratory,Uyo,Akwa Ibom,
309,AK/0079,uwem foundation clinic,"8b, etienam street , oron",O&G,Oron,Akwa Ibom,
310,AK/0080,Canon Eye Clinic & Optometric Services Ltd,89 Aka Road,Optometry,Uyo,Akwa Ibom,
311,AK/0081,Mount Olive Clinic & Maternity,"8 Ebong Essien Street, Uyo",General Surgery,Uyo,Akwa Ibom,
312,AK/0082,Our Lady of Lourdes Infirmary,22 Ekpanya Street Uyo,O&G,Uyo,Akwa Ibom,
313,AN/0001,Wilkinson Pharm. Ltd.,Nwagu-Agulu Anocha Anambra State,Pharmacy,Anaocha,Anambra,
314,AN/0002,"General Hospital, Awka","Awka, Anambra State",,Awka South,Anambra,
315,AN/0003,Harmony Hospital,"No. 5 Oraogbu Street, Awka, Anambra State.",,Awka South,Anambra,
316,AN/0004,Beacon Hospital,"12. Umudora Street, Awka, Anambra State.",,Awka South,Anambra,
317,AN/0005,Divine Hospital & Maternity,"9 Ken Okoli Street, Off Works Road, Awka, Anambra State.",,Awka South,Anambra,
318,AN/0006,Silgrey Royal Hospital & Maternity,"Ikegwuonu Close, Opp. Mission Rd. Awka, Anambra State.",,Awka South,Anambra,
319,AN/0008,Nnamdi Azikiwe University Teaching Hospital,"Nnewi, Anambra State",,Nnewi North,Anambra,
320,AN/0009,Nnamdi Azikiwe University Teaching Hospital,"Nnewi, Anambra State","HIV AIDS, Plastic surgery, Laboratory, Gen. Medicine, O & G, Surgery, Paediatric",Nnewi North,Anambra,
321,AN/0010,Felix Okolo Memorial Hospital,"Nnewi-Owerri Road(Traffic Light Junction), Nnewi Anambra St.",,Nnewi South,Anambra,
322,AN/0012,General Hospital Onitsha,"Hospital Road, Onitsha, Anambra State.",,Onitsha-North,Anambra,
323,AN/0013,Mercy Specialist Hosp.& Mat. Hospital,"4a New American Road, Onitsha",,Onitsha-North,Anambra,
324,AN/0014,Royal Cross Specialist Hosp. & Mat.,"No. 6 Court Road, Onitsha, Anambra State.",,Onitsha-North,Anambra,
325,AN/0015,Menax Hospital,"Onowu Anatogu, St. Woliwo Layout Onitsha,",,Onitsha-North,Anambra,
326,AN/0016,Rush Green Maternity Hosp. & Clinic,"64, Ugwunobamkpa Road, Near Isokwe Police Post, Onitsha.",,Onitsha-North,Anambra,
327,AN/0017,New Hope Medical Centre,"80, Modebe Avenue, Odoakpu, Onitsha, Anambra State.",,Onitsha-North,Anambra,
328,AN/0018,Venik Specalist Hospital,"No. 1 Olo Street, Omagba Layout Onitsha, Anambra State.",,Onitsha-North,Anambra,
329,AN/0019,Chiekebe Memorial Hospital,"No. 2 Ojoto Street, Plot 129, Niger Bridge Head Approach Lay",,Onitsha-North,Anambra,
330,AN/0020,Venik Specialist Hospital,"No. 1 Olo Street, Omagha Layout Onitsha, Anambra State.","O & G, Ultrasonography, Laparoscopy",Onitsha-North,Anambra,
331,AN/0022,St. Lukes Hospital,"7 Onwudiwe Street Onitsha, Anambra State.",,Onitsha -South,Anambra,
332,AN/0023,Macbeson Hospital,"111, Port Harcourt Road, Fegge, Onitsha, Anambra State.",,Onitsha -South,Anambra,
333,AN/0024,Egbuna Adozia Hospital,"30, Awka Road, Onitsha, Anambra",,Onitsha -South,Anambra,
334,AN/0025,Ifeanyichukwu Specalist Hosp. & Mat. & Children Ce,"Km 7, Onitsha, Owerri Road, Onitsha, Anambra State.",,Idemili-South,Anambra,
335,AN/0026,People's Hospital & Maternity,"21b J. Aniche Street, St. New Haven Okpoko, Onitsha, Anambra",,Ogbaru,Anambra,
336,AN/0027,Mezie Hospital & Maternity,"103b Upper New Market, Onitsha, Anambra",,Onitsha -South,Anambra,
337,AN/0028,Intensive Care Hospital,"36, Oguta Road, Onitsha, Anambra State.",,Onitsha -South,Anambra,
338,AN/0029,Ace Specialist Hospital,"73b Limca Road/1umuoji Street Onitsha, Anambra State.",,Onitsha -South,Anambra,
339,AN/0030,Obiwanne Hospital & Maternity,"102 Limka Road, Nkpor Anambra State.",,Idemili North,Anambra,
340,AN/0031,St. Annes Hospital & Maternity,"7, Enugu Road, Nkpor, Anambra State.",,Idemili North,Anambra,
341,AN/0032,Abazie Hospital(Formerly Head Bridge Hospital),"2 Abazie Lane, Off Our Lady''s Road Nkpor, Anambra State.",,Idemili North,Anambra,
342,AN/0033,The Children's Hospital,"11 Uli Street, Nnewinchi, Nnewi, Anambra State",,Nnewi North,Anambra,
343,AN/0034,Rushgreen Mat. Hospital & Clinics,"64 Ugwunabamkpa Road Onitsha, Anambra State","Ultrasonography, Laparoscopy",Onitsha-North,Anambra,
344,AN/0038,Sligrey Royal Hospital & Maternity,"1, Ikegwuonu Close, Opp. Mission Rd, Awka, Anambra State.","O & G, Ultrasonography",Awka South,Anambra,
345,AN/0039,Niger Optical Services Co. Nig. Ltd.,"Plot 152, Niger Bridge, Approach Rd. Onitsha, Anambra State.",Ophthalmology,Onitsha-North,Anambra,
346,AN/0041,Nosco Eye Hospital,"152 Niger Bridge, Approach, Onitsha, Anambra State",Ophthalmology,Onitsha-North,Anambra,
347,AN/0042,Prime Concept Consultants Children's Specialist Hosp.,"36, Obosi Road, Nkpor, Anambra State.",Paediatrics,Idemili North,Anambra,
348,AN/0043,Junno Pharm. Ltd.,Nnobi Road Otolo-Nnewi Anambra State.,Pharmacy,Nnewi North,Anambra,
349,AN/0044,Rams Gate Pharm,"117P/Harcourt Rd, Fegge, Onitsha, Anambra State.",Pharmacy,Onitsha-North,Anambra,
350,AN/0045,Paxs Pharm. Ltd.,"No. 80 Awka Road, Onitsha, Anambra State",Pharmacy,Onitsha-North,Anambra,
351,AN/0046,Canif Pharm. Ltd.,"100 Awka Road, Onitsha, Anambra State.",Pharmacy,Onitsha-North,Anambra,
352,AN/0047,Pitasen Pharmacy Ltd.,"58. Afani Road, Iyiowo Odekpe, Anambra",Pharmacy,Ogbaru,Anambra,
353,AN/0048,"God,s Care Pharmaceutical Ltd.","13, Ihembosi Street, Off, PH Rd., Woliwo Layout, Anambra Sta",Pharmacy,Onitsha-North,Anambra,
354,AN/0049,Joyce Pharm. Ltd.,"24 Ifite-Dunu Street, Onitsha, Anambra State.",Pharmacy,Onitsha-North,Anambra,
355,AN/0050,Samino Pharmacy,"30, Nwaziki Avenue, Awada, Onitsha, Anambra State",Pharmacy,Onitsha-North,Anambra,
356,AN/0051,Nando Pharmacy,"51, Old Market Road, Onitsha, Anambra State.",Pharmacy,Onitsha-North,Anambra,
357,AN/0052,Arimans Pharmacy,"1 Court Road, Onitsha, Anambra",Pharmacy,Onitsha-North,Anambra,
358,AN/0053,Karibu Pharmaceuticals Ltd.,"8A, Upper New Market Road, Onitsha, Anambra State.",Pharmacy,Onitsha-North,Anambra,
359,AN/0054,Wisdom Pharmacy Ltd.,"136, Oguta Road, Onitsha, Anambra State.",Pharmacy,Onitsha-North,Anambra,
360,AN/0055,Rexton Pharm. Ltd.,"2, Ugwunabankpa, Anambra State.",Pharmacy,Onitsha-North,Anambra,
361,AN/0056,Hallywood Chemists,"38, Oguta Road, Onitsha, Anambra State",Pharmacy,Onitsha-North,Anambra,
362,AN/0057,Inxs Pharmacy Ltd.,"28, Awka/Mba Road Onitsha, Anambra",Pharmacy,Onitsha-North,Anambra,
363,AN/0058,Edozie Pharmacy Ltd.,"24, Osuma Street, Inland Town, Onitsha, Anambra",Pharmacy,Onitsha-North,Anambra,
364,AN/0059,Isechem Pharmacy Ltd.,"50, Akozor Street, Enugu/Onitsha Expressway Nkpor",Pharmacy,Idemili North,Anambra,
365,AN/0060,Crispa Solar Pharm. Ltd.,"3, Ogbunike Street,Nkpor Ago, Onitsha, Anambra State.",Pharmacy,Idemili North,Anambra,
366,AN/0061,"Paxs Pharmaceuticals Ltd.,","2, Market Road, Nkpor Junction Onitsha, Anambra",Pharmacy,Idemili North,Anambra,
367,AN/0062,Selar Pharmacy Ltd.,"101 Onitsha Road, Nnewi, Anambra State.",Pharmacy,Nnewi North,Anambra,
368,AN/0063,Pharmacrown Chemicals Ltd.,"672, Sir Odumegwu Ojukwu Road Nnewi, Anambra",Pharmacy,Awka North,Anambra,
369,AN/0064,Cubens Nig. Ltd.,"8, Onitsha Road, Nnewi Anambra State.",Pharmacy,Awka North,Anambra,
370,AN/0065,Lillimeg Pharmacy,"378, Azikiwe Avenue, Awka, Anambra State",Pharmacy,Anaocha,Anambra,
371,AN/0066,Georgie Chemist,"69, Ziks Avenue, Awka, Anambra State.",Pharmacy,Onitsha-North,Anambra,
372,AN/0067,Wikason Pharmacuticals,"1 Nwagu Junction, Nwagu, Agulu, Anambra State.",Pharmacy,Onitsha-North,Anambra,
373,AN/0068,Chuks Medical Diagnostic Lab.,"8A Bishop Onyeabor Street Inland Town, Onitsha,",Laboratory,Onitsha-North,Anambra,
374,AN/0069,Universal Medical Laboratory,"62, Oguta Road, Onitsha, Anambra State",Laboratory,Onitsha-North,Anambra,
375,AN/0070,Fezi Med. Laboratory,"62A Old Market Road, Onitsha, Anambra",Laboratory,Onitsha-North,Anambra,
376,AN/0071,Lisom Reference Laboratory,"46 Old Market Road, Onitsha, Anambra State",Laboratory,Onitsha-North,Anambra,
377,AN/0073,Gem Medical Laboratories,"3A Tasia Road, Onitsha, Anambra State.",Laboratory,Onitsha-North,Anambra,
378,AN/0074,Olive Medical Laboratory,"51 Old Market Road, Onitsha, Anambra State",Laboratory,Onitsha-North,Anambra,
379,AN/0075,Dozie Medical Laboratory,"14, Awka Road, Onitsha, Anambra State",Laboratory,Idemili North,Anambra,
380,AN/0076,Mother of Christ Spec. Med. Lab.,"15, Orlu/Ajaegbo Street, Fegge, Onitsha",Loboratory,Onitsha-North,Anambra,
381,AN/0077,Chuks Med. Lab.,"48 Owerri, Road, Nnewi, Onitsha",Laboratory,Nnewi South,Anambra,
382,AN/0079,Libra Medical Laboratory,"90 Old Enugu/Onitsha Road, Nkpor, Anambra State",Laboratory,Idemili North,Anambra,
383,AN/0080,Glanson Medical Laboratory,"Awka, Anambra State",Laboratory,Awka North,Anambra,
384,AN/0082,302 FAR MRS Onitsha,"Onitsha, Anambra State",,Onitsha -South,Anambra,
385,AN/0083,14 FER MRS Onitsha,"Onitsha, Anambra State",,Onitsha-North,Anambra,
386,AN/0084,Cottage Hospital/Comprehensive Health Centre,"Anambra State Police Command, Anambra State",,Anambra East,Anambra,
387,AN/0085,Christ the King Hospital,"Off Nkwura Street, Awka, Anambra State",,Awka South,Anambra,
388,AN/0086,Holy Rosary Specialist Hospital,"Waterside, Along Bank of the Niger, Onitsha, Anambra State",,Onitsha-North,Anambra,
389,AN/0087,Ifebi Medical Centre,"16A, Igwebuike School Road, Awka, Anambra State",,Awka South,Anambra,
390,AN/0088,Beluchukwu Memorial Hospital,"Nkwo, Enugu-Ukwu, Anambra State",,Njikoka,Anambra,
391,AN/0089,Chukwunonso Hospital & Maternity,"Nanka, Orumba, Anambra State.",,Orumba North,Anambra,
392,AN/0090,Chukwunonso Hospital & Maternity,"Oko, Ekwulobin",,Aguata,Anambra,
393,AN/0091,St. Charles Borromeo Hospital,"Off Limca Road, Onitsha, Anambra State",,Onitsha-North,Anambra,
394,AN/0092,St. Augustines Hospital & Maternity,"Oko, Ekwulobia, Anambra State",,Orumba North,Anambra,
395,AN/0093,Ogwueleka Hospital & Maternity,"88, Nnobi Road, Nnewi, Anambra State",,Nnewi North,Anambra,
396,AN/0094,White Chapel Specialist Hospital & Maternity,"12, Uzodimma Str., Fegge, Onitsha, Anambra State",,Onitsha -South,Anambra,
397,AN/0095,Ugochukwu Hospital & Maternity,"No. 3 Obinna Street, Nkpor, Anambra State",,Idemili North,Anambra,
398,AN/0096,Chimaobi Hospital & Maternity,"No. 6 Agba Str., Nnewichi, Nnewi, Anambra State",,Nnewi North,Anambra,
399,AN/0097,The Light Specialist Hospital,"No. 40, Eme Court Rd., Umudim, Nnewi, Anambra State",,Nnewi North,Anambra,
400,AN/0098,Life Specialist Hospital,"No. 7 Ikemba Drive, Umudim, Nnewi, Anambra State",,Nnewi North,Anambra,
401,AN/0099,Chimex Specialist Hospital,"No. 87 Ezemewi Road, Nnewichi, Nnewi, Anambra State",,Nnewi North,Anambra,
402,AN/0100,King David Hospital,"Agulu, Anambra State",,Anaocha,Anambra,
403,AN/0101,Zion Noel Pharmacy Ltd,No 5 Oranye Street Off Old mkt Rd Onitsha,Pharmacy,Onitsha-North,Anambra,
404,AN/0102,Gauze Pharmacy,No 10 Oko Road Ekuloba Aguata,Pharmacy,Aguata,Anambra,
405,AN/0103,St Charles Borromeo Hospital,Off Limca Road Onitsha Anambra St,"General Surgery, O&G, Int. medicine, Paediatrics, Physiotherapy, Pharmacy, Laboratory",Onitsha-North,Anambra,
406,AN/0104,Holy Rosary Specialist Hospital,"Waterside, Onitsha","Internal Medicine,General Surgery,Radio-Diagnostic/Ultrasonography,Paediatrics,Laboratory,O&G,Pharmacy",Onitsha-North,Anambra,
407,AN/0105,Queen's Laboratory,"129 P/H Road Fegge, Onitsha",Laboratory,Onitsha -South,Anambra,
408,AN/0110,Think Health Medical laboratory,"36 Ziks Avenue, Awka",Laboratory,Awka South,Anambra,
409,AN/0111,Beluchukwu Memorial Hospital,"Nkwo, Enugwu-Ukwu","Radio-Diagnostic/Ultrasonography,Pharmacy",Awka South,Anambra,
410,AN/0117,The Light Specialist Hospital,"No. 40, Eme Court Road, Umudim, Nnewi, Anambra State",O&G,Nnewi North,Anambra,
411,AN/0119,The Life Specialist Hospital,"No. 7, Ikemba Drive, Umudim, Nnewi, Anambra State","O&G, Laboratory",Nnewi North,Anambra,
412,AN/0121,Chimex Clinic & Maternity,"No. 80 Ezemewo Rd., Nnewichi, Nnewi, Anambra State",O&G,Nnewi North,Anambra,
413,AN/0122,White Chapel Specialist Hospital,"12 Uzodimma Street, Fegge, Onitsha, Anambra State",Gen. surgery,Onitsha -South,Anambra,
414,AN/0123,Sefton Specialist Medical Centre,"5, Onubuya Street, off Court Road, Akwa",,Awka North,Anambra,
415,AN/0124,Federal College of Education (Technical),"Umunze, Anambra State","Primary, Pharmacy, Laboratory",Orumba South,Anambra,
416,AN/0127,DSS Clinic,"Awka, Anambra State",,Awka North,Anambra,
417,AN/0128,"Federal Polytechnic Med. Centre, Okoh","Okoh, Enugu State",,Orumba North,Anambra,
418,AN/0129,St. Catherines Hospital & Maternity,"Umumze, Anambra State",,Orumba South,Anambra,
419,AN/0130,Sefton Specialist Hospital,"5, Onubuya Street, off Court Road, Akwa","Surgery, Laboratory, Radiology",Awka North,Anambra,
420,AN/0131,AWKA MEDICAL CENTER,"HOUSE3,ROAD4,UDOKA HOUSING ESTATE,ANAMBRA STATE",,Awka South,Anambra,
421,AN/0132,CHIBUZOR HOSPITAL AND MAT.,"34,ORLU ROAD, EKWULOBIA,ANAMBRA",,Aguata,Anambra,
422,AN/0133,CROWN HOSPITAL,"UMUOJI ROAD,MKPOR, ANAMBRA STATE",,Idemili North,Anambra,
423,AN/0134,DELTA HOSPITAL AND MAT.,"21 ZIK AVENUE, FEGGE, ONITSHA",,Onitsha -South,Anambra,
424,AN/0135,Dionye Memorial Hospital,"OKPO VILLAGE,EKWULOBIA, ANAMBRA",,Aguata,Anambra,
425,AN/0136,GOD'S ESTATE SPEC. HOSPITAL,"36, MOORE STREET, ODOAKPU",,Onitsha -South,Anambra,
426,AN/0137,GOZIE SPECIALIST HOSPITAL,"10A NEW CEMETARY ROAD, ONITSHA",,Onitsha-North,Anambra,
427,AN/0138,IMMACULATE HEART HOSPITAL AND MAT.,OLD ENUGU-ONITSHA,,Idemili North,Anambra,
428,AN/0139,MADONNA HOSPITAL AND MAT,"48, OWERRI ROAD, NNEWI",,Nnewi North,Anambra,
429,AN/0140,Nnamdi Azikwe University Medical Centre,AWKA,,Awka South,Anambra,
430,AN/0141,Ojiofor Specialist Hospital,"Odida-Nnewichi, Nnewi",,Nnewi North,Anambra,
431,AN/0142,PARAGON HOSPITAL AND MAT.,"7, BISHOP SHANAHAM STREET, FEGGE, ONITSHA",,Onitsha -South,Anambra,
432,AN/0143,ROYAL SPECIALIST HOSPITAL,"12 EMENUGA/CHINA STR, OBOSI, ANAMBRA",,Idemili North,Anambra,
433,AN/0144,TRINITY HOSPITAL,"50 AMIKWO ROAD, AWKA",,Awka South,Anambra,
434,AN/0145,ZENITH HOSPITAL AND MAT.,"115, NNEWI ROAD, EKWULOBIA",,Awka South,Anambra,
435,AN/0146,ALBEAT PHARMACY,"6 AWKA RD, ONITSHA",PHARMACY,Onitsha-North,Anambra,
436,AN/0147,BEACON HOSPITAL & MATERNITY,"10 BEACON HOSPITAL STR, AWKA",PAEDIATRICS,Awka South,Anambra,
437,AN/0149,ESKAY-NEZ,"114C AWKA RD, ONITSHA",PHARMACY,Onitsha-North,Anambra,
438,AN/0154,JONACO PHARMACY STORES LTD,"45 OGUATA RD, ONITSHA",PHARMACY,Onitsha-North,Anambra,
439,AN/0155,LANCY PHARMACY,"4 CENTRAL SCH.RD, ONITSHA",PHARMACY,Onitsha-North,Anambra,
440,AN/0156,MALIX PHARMACEUTICALS NIG. LTD,"64, NEW MARKET RD, ONITSHA",PHARMACY,Onitsha-North,Anambra,
441,AN/0157,MECA PHARMACY LTD,"68, OWERRI RD, NNEWI",PHARMACY,Nnewi North,Anambra,
442,AN/0159,NEW HOPE HOSPITAL & MAT.,"26, UMUNNA STR,ONITSHA",RADIOLOGY,Onitsha -South,Anambra,
443,AN/0161,SEFFON SPEC. MEDICAL CENTRE,"5 ONWUBUYA STR, OFF COURT RD, AWKA","LABORATORY, SURGERY",Awka South,Anambra,
444,AN/0162,OJIAFOR SPEC. HOSPITAL,"ODIDA NNEWICHI, NNEWI",MEDICINE,Nnewi North,Anambra,
445,AN/0163,OMED PHARMACY,"47, MODEBE AV, ONITSHA",PHARMACY,Onitsha -South,Anambra,
446,AN/0164,PARAGON HOSPITAL & MATERNITY,"7 BISHOP SHANAHAM STR, FEGGE, ONITSHA",LABORATORY,Onitsha -South,Anambra,
447,AN/0165,PIONEER X- RAY,"5 ONWUBUYA STR, OFF COURT RD, AWKA",RADIOLOGY,Awka South,Anambra,
448,AN/0166,PRIME CONCEP CON. CHILD SPEC. HOSPITAL,"36, OBOSI RD",LABORATORY,Idemili North,Anambra,
449,AN/0167,ROYAL SPEC. HOSPITAL,"12 EMENUGA/ CHINA ST, OBOSI.",O & G,Idemili North,Anambra,
450,AN/0168,Summit Specialist Hospital & Maternity,"4, Chianumba Street, off Eme Court Road, Nnewi",,Awka North,Anambra,
451,AN/0170,Leeds Hospital,"36 Modebe Avenue, Onitsha","Pharmacy, Radiology, Laboratory, Internal Medicine",Onitsha-North,Anambra,
452,AN/0171,Apex Medical Centre,Igbo-Ukwu,,Aguata,Anambra,
453,AN/0173,Pioneer Int. Spec Hospital,"Plot 193 Owele Ebo Estate, Onitsha",,Onitsha -South,Anambra,
454,AN/0174,Pioneer Int. Spec Hospital,"Plot 193 Owele Ebo Estate, Onitsha","Laboratory, Pharmacy, O&G",Onitsha -South,Anambra,
455,AN/0175,R N Afunogo Memorial Hospital,"4B St Faith Road, Awka",,Awka South,Anambra,
